text|source|chunk_id
"Navigation Preference, Single-Object Multiple-Agent and

Agent-Blocked Instrumental Action. The training tasks are

more trivial and less informative than the evaluation tasks,

compelling models to combine and generalise the knowl-

edge acquired from the different training tasks to solve the

evaluation tasks. For example, for the Instrumental Block-

ing Barrier task, a model has to put together knowledge of

navigation (Single-Object) and instrumental actions (Agent-

Blocked Instrumental Action). However, at the same time,

the model has to generalise its knowledge: for example, in

the training trials (Agent-Blocked Instrumental Action), the

agent is confined in the barrier, whereas in the evaluation

trials (Instrumental Blocking Barrier) it is the object which

is confined. For a detailed description of the dataset we re-

fer the interested reader to the original paper (Gandhi et al.

2021). We provide a brief summary in the Appendix.MethodGraph Generation.

In the BIB, each video is paired with

a json file containing information about the grid-world lay-

out, which we use to build graphs. Videos are sampled at

3 FPS and a graph Gij = (Vij, Eij) is built from each sam-

pled frame j = 1, . . . , T in each trial i = 1, . . . , 9, where

Vij is a set of nodes and Eij a set of edges. Each entity

in a frame is assigned to a graph node vij ∈ Vij, which

has four features: type (e.g. “agent”), position (x and

y coordinates), colour (GBR channels) and shape (e.g."|data_input\cureus\2.txt|87462972f7124465baef16faf4970bd0
"has four features: type (e.g. “agent”), position (x and

y coordinates), colour (GBR channels) and shape (e.g.

“pentagon”). We represent categorical variables (type and

shape) as one-hot vectors while position and colour

are normalised between [−1, 1] and [0, 1], respectively.Figure 1: Training and evaluation on the Baby Intuitions

Benchmark (Gandhi et al. 2021). During training, a model

conducts eight familiarisation trials and a test trial, which

is always expected. The model’s weights are updated using

backpropagation on the error, computed with respect to the

expected test trial ground truth. Evaluation employs a vio-

lation of expectation paradigm: based on the familiarisation

trials, the model makes predictions on expected and unex-

pected test trials and both errors are compared. The model is

successful if the error on the expected trials is smaller than

that on the unexpected trials.and Scarselli 2005) to encode graphs built from frames and

a transformer (Vaswani et al. 2017) to generate context em-

beddings. On AGENT, Shu et al. have also used a GNN to

encode states, where graphs connect the agent node to all

the other nodes (Shu et al. 2021). Differently, our GNN per-

forms message passing on heterogeneous graphs with edges

representing different spatial relations.The Baby Intuitions BenchmarkThe BIB consists of 2D videos of an agent moving and

interacting with different objects in a grid-world environ-"|data_input\cureus\2.txt|5b8f1c8378164d7ca9cdd5009fe37959
"interacting with different objects in a grid-world environ-

ment (see Figure 1). Both the agent and objects are repre-

sented as geometric shapes of different colours. The bench-

mark proposes five common-sense reasoning tasks (Prefer-

ence, Multi-Agent, Inaccessible Goal, Efficient Action, and

Instrumental Action) derived from research on infant intu-

itive psychology, that require an observer model to reason

about agents’ goals, preferences, and actions by observing

their behaviour in a grid-world environment. The Efficient

Action and Instrumental Action present three sub-tasks each:

Efficiency Path Control, Efficiency Time Control, Efficiency

Irrational Agent) and Instrumental No Barrier, Instrumental

Blocking Barrier, Instrumental Inconsequential Barrier, re-

spectively. Task descriptions are provided in the Appendix.

An episode in the BIB includes nine trials with trajecto-

ries {τi}i=1,...,9, where each trajectory consists of a series ofFigure 2: Architecture of IRENE. Inputs are graphs representing entities in a video frame. In the context encoder, the state

encoder includes a feature fusion module that combines the four node features into a single one, which is input to a GNN.

The encoded states are concatenated to the corresponding actions and to a special learnable CTX token. A transformer context

encoder produces a context embedding as the mean of the CXT embedding vectors of each familiarisation trial. In the prediction"|data_input\cureus\2.txt|cb946a3b84ca467eb013bfce23c1b12d
"encoder produces a context embedding as the mean of the CXT embedding vectors of each familiarisation trial. In the prediction

net, the encoded test state is concatenated to the context and input into a MLP policy that outputs a prediction for the agent’s

next action.As different edges represent different relations, ϕ is a Re-

lational GNN (Schlichtkrull et al. 2018) which uses differ-

ent weights for each edge type. In particular, we use Graph-

SAGE layers with LSTM aggregation (Hamilton, Ying, and

Leskovec 2017).In the context encoder, the state encoder outputs an em-

bedding vector hij for each frame graph Gij, obtained by

applying average pooling to the nodes. Then, the encoded

states {hij}j=1,...,T are concatenated to the corresponding

actions {aij}j=1,...,T and projected to the transformer input

dimension by a linear layer fproj. A learnable CTX token

is concatenated to each embedding vector. Thereafter, po-

sitional embedding is added, followed by layer normalisa-

tion (Ba, Kiros, and Hinton 2016). The result is input into a

transformer encoder ψ:j=1 ⊕ {aij}Tj=1) ⊕ CTXi(4)

and the output CTX′

i are taken as trial representations. The

context encoder outputs a single context embedding ob-

tained by computing the mean of the eight familiarisation

trial representations,i = ψ(cid:0)fproj({hij}TCTX′(cid:1)8Xi=1Edges eij ∈ Eij represent spatial relationships and are de-

fined following (Jiang et al. 2021). Specifically, we consider"|data_input\cureus\2.txt|4cea91ac26154b438c40ad033f18fbe0
"fined following (Jiang et al. 2021). Specifically, we consider

local directional relations, which identify the relative posi-

tion of two adjacent entities, remote directional relations,

which do not require adjacency, and two non-directional re-

lations, adjacent and aligned (see the Appendix for formal

definitions).

Model Architecture. The architecture of our Intuitive

Reasoning Network (IRENE) is shown in Figure 2. A context

encoder parses the agent’s past trajectories (i.e. state-action

pairs) into a context vector, and a prediction net predicts the

future behaviour of the agent based on the context and the

current state. In the state encoder, a feature fusion module

combines the node features (type, position, colour,

shape). For each node vij ∈ Vij, each feature vk

ij is first

embedded using a linear layer fk. Then, type, colour,

and shape are concatenated and passed through a first fu-

sion layer consisting of a ReLU activation (Fukushima 1975;

Nair and Hinton 2010) and a linear layer fF1. The output is

concatenated with the position embedding and passed

through the second fusion layer, analogous to the first:Mk=type,shape,colourvt,s,c

ij = fF1 (ReLU(fk(vkij))),(1)c =1

8CTX′

i. (5)) ⊕ vt,s,cv′

ij = fF2 (ReLU(fposition(vposition(2)

where ⊕ indicates concatenation. The resulting vector con-

stitutes the input feature for the GNN that performs message

passing to update the node embeddings and produces a state"|data_input\cureus\2.txt|5ff89870166c499ca4bdea7443638010
"stitutes the input feature for the GNN that performs message

passing to update the node embeddings and produces a state

embedding hij by applying a final graph average pooling

operation:)),ijijhij = AvgPooling(ϕ(v′ij, eij)). (3)In the prediction net, a test frame graph G9,j = (V9j, E9j)

is encoded by the same state encoder (Eq. 1, 2, 3). The re-

sulting state embedding h9j is concatenated to the context

embedding c and input into an MLP policy ρ that outputs

the next action prediction:apred = ρ(c ⊕ h9j),(6)

which in our case is represented by the agent’s next position

in the grid-world.BIB TaskPreference

Multi-Agent

Inaccessible Goal

Eff. Path Control

Eff. Time Control

Eff. Irrational Agent

Eff. Action Average

Inst. No Barrier

Inst. Incons. Barrier

Inst. Blocking Barrier

Inst. Action AverageBC- Video- VT IRENEBC-

MLP RNN RNN26.3

48.7

76.994.0

99.1

73.888.898.8

55.2

47.148 .3

48.2

81 .692.8

99.1

56 .582.598.8

78.2

56.847.6

50.3

74.099.2

99.9

50.183 .199.7

77.0

62 .980.8

49 .2

85.597 .5

99 .7

34.177.197 .9

91.9

64.248.5

74.9

85.898.1

100.0

85.794.778.4

52.4

83.567.077 .979.984.771.5Table 1: VoE accuracy of existing models and IRENE on the

BIB evaluation set. Best score is in bold, second best score

is underlined, third best score is italic.ExperimentsTechnical Details

IRENE’s feature fusion module encodes the node features

using linear layers of hidden dimension 96. The state en-"|data_input\cureus\2.txt|0e35fcc34caa4ccd8fa4ebf7fe695999
"IRENE’s feature fusion module encodes the node features

using linear layers of hidden dimension 96. The state en-

coder consists of two GraphSAGE layers for each rela-

tion, with hidden dimension 96 and ELU activation (Clev-

ert, Unterthiner, and Hochreiter 2015). The transformer en-

coder consists of a stack of six layers with four atten-

tion heads, feedforward dimension 512 and GELU activa-

tions (Hendrycks and Gimpel 2016). The prediction net uses

the same GNN and feature fusion module used in the con-

text encoder. The MLP policy has hidden dimensions 256,

128 and 256 and output dimension two, corresponding to the

(x, y) coordinates of the agent in the next frame. Additional

training details are reported in the Appendix.

Results

We compare IRENE with the three models originally pro-

posed by Gandhi et al. (Gandhi et al. 2021) – BC-MLP,

BC-RNN, and Video-RNN – as well as the more recent VT

model by Hein et al. (Hein and Diepold 2022). The VoE ac-

curacy scores on all evaluation tasks, averaged over three

different runs, are shown in Table 1. Given that results did

not vary much across different runs, we only report the er-

rors for all evaluations in the Appendix. In line with previ-

ous work (Gandhi et al. 2021; Hein and Diepold 2022), we

calculated expectedness as the maximum prediction error.

We additionally evaluated our model using the mean predic-

tion error and report these results in the Appendix. As can"|data_input\cureus\2.txt|17759e0c2db74c36a0cd93f6f905dbaf
"We additionally evaluated our model using the mean predic-

tion error and report these results in the Appendix. As can

be seen from Table 1, our model achieves state-of-the-art

results on three out of five tasks (Multi-Agent, Inaccessible

Goal, Efficient Action). Moreover, when also considering the

Efficient Action and Instrumental Action sub-tasks, IRENE

achieves state-of-the-art results on five out of nine tasks. We

conducted t-tests to compare IRENE’s performance with the

baselines. All results were significant (α = 0.05, p < 0.01)

with only two exceptions: Preference between IRENE and

BC-RNN; Time Control between IRENE and Video-RNN.LSTM GCN Local Remote IRENE48.2

49.7

84.8BIB Task

Preference

Multi-Agent

Inaccessible Goal

Eff. Path Control

Eff. Time Control

Eff. Irrational Agent

Eff. Action Average

Inst. No Barrier

78.5

Inst. Incons. Barrier

53.3

Inst. Blocking Barrier 83.2

Inst. Action Average97.3

99.9

52.449.7 49.8

50.3 98.2

58.1 41.194.7 31.7

98.5 37.6

89.3 99.794.2 56.364.6 51.6

52.1 52.4

48.0 48.954.8 51.050.7

50.0

80.698.2

99.8

83.693.978.7

52.7

83.871.748.5

79.4

85.898.1

100.0

85.794.778.4

52.4

83.571.583.271.7Table 2: VoE accuracy for ablated versions of IRENE.

“LSTM” makes use of an LSTM context encoder instead of

the transformer; “GCN” substitutes GraphSAGE with GCN

layers; “Local” takes as input relational graphs with only

local directional relations; and “Remote” takes as input re-"|data_input\cureus\2.txt|28015c79a8364f039987e5889d1fef9a
"layers; “Local” takes as input relational graphs with only

local directional relations; and “Remote” takes as input re-

lational graphs with only remote directional relations.The larger improvements are in the Multi-Agent, Instrumen-

tal Blocking Barrier and Efficiency Irrational Agent tasks.

In the Multi-Agent task, IRENE dramatically outperforms

the other models, improving over the previous best score

(Video-RNN) by 48.9 %. In the Instrumental Blocking Bar-

rier sub-task, our model improves by 30 % on the previ-

ous best score (VT). In the Efficiency Irrational Agent task,

IRENE outperforms BC-MLP by 16 %. This results in an

improvement in the Efficient Action task of 6.6 % with re-

spect to the previous best model (BC-MLP). Similar to the

baseline methods, our model performs well on the Path Con-

trol and Time Control sub-tasks. Remarkably, the score on

the Time Control sub-task is perfect. Scores on the No Bar-

rier and Inconsequential Barrier tasks are lower than those

of the other methods. Overall, our model struggles the most

in the Preference (48.5) and Instrumental Action tasks (aver-

age 71.5), especially in the Inconsequential Barrier (52.4).

Ablation Studies

To investigate how different components of our method con-

tribute to these performance improvements, we performed a

series of ablation studies summarised in Table 2.

Graph Relations. We trained IRENE on graphs whose

edges represent only local or remote directional relations."|data_input\cureus\2.txt|aebe3292ec584df397a00d2175ac5224
"Graph Relations. We trained IRENE on graphs whose

edges represent only local or remote directional relations.

Using only local directional relations, the performance on

the Multi-Agent and Efficiency Irrational Agent tasks im-

proved to an almost perfect score. However, performance on

other tasks became worse, especially in the Time and Path

Control sub-tasks that other models solved almost perfectly.

This decrease in performance was to be expected as using lo-

cal relations alone leaves many nodes isolated, including the

agent’s node. As a consequence, the message passing is lack-

ing important information, such as the presence of obstacles

that are not adjacent to the agent or to the objects. Using only

remote relations, performance is comparable to the original

model except for Multi-Agent, which is at chance level. InFigure 3: Relative difference of VoE scores obtained on the

evaluation set by training on all possible combinations of

training tasks with respect to training on all tasks.combination, this suggests that remote relations contribute

more to the final scores than local ones.

State Encoder. We replaced the GraphSAGE layers with

GCN layers in the state encoder. The resulting model

achieved considerably worse scores in the Multi-Agent, In-

accessible Goal, Instrumental No Barrier and Blocking Bar-

rier (sub-)tasks. This suggests that GraphSAGE is more ef-

fective for modelling obstacles and, as such, is key for our"|data_input\cureus\2.txt|071112cd95e94bb7bf3ff045a0ce6730
"rier (sub-)tasks. This suggests that GraphSAGE is more ef-

fective for modelling obstacles and, as such, is key for our

model to better understand the role of blocking barriers and

to bind preferences to specific agents.

Context Encoder. We also replaced the transformer en-

coder ψ with an LSTM. Performance remained mostly un-

changed except for the Multi-Agent and Efficiency Irrational

Agent tasks where performance dropped to chance level.

This is in line with (Gandhi et al. 2021) who showed that

models with an LSTM failed to adapt their predictions ac-

cording to whether an agent was rational or irrational dur-

ing familiarisation. In combination with the results obtained

when substituting GraphSAGE with GCN, this shows that

good performance on the Multi-Agent task can be obtained

only by including both GraphSAGE and a transformer in the

model architecture.Analysis of the Training Tasks

Prior work on the BIB has focused on improving perfor-

mance (Gandhi et al. 2021; Hein and Diepold 2022) while

the question of if and how the choice of training task(s) im-

pacts performance remains under-explored. This is surpris-

ing given that, similar to human learning (Clarke and Roche

2010), it is reasonable to assume that computational mod-

els also benefit more from some training tasks than others.

To fill this gap, we performed the first investigations into

the influence of training tasks on evaluation performance."|data_input\cureus\2.txt|fbec54537d804e03bcdfcb443afc5133
"To fill this gap, we performed the first investigations into

the influence of training tasks on evaluation performance.

To this end, we trained IRENE on the four individual tasks

as well as on all of their possible combinations. To indi-Figure 4: Z-scored means of infants’ looking times and mod-

els’ scores for expected and unexpected outcomes in the BIB

evaluation episodes. Positive values indicate expectedness,

negative values indicate unexpectedness.cate a combination of training tasks, we used the follow-

ing notation: P = No-Navigation Preference, M = Single-

Object Multi-Agent, I = Agent-Blocked Instrumental Action,

S = Single-Object. For example, IMP indicates joint training

on Agent-Blocked Instrumental Action, Single-Object Multi-

Agent, and No-Navigation Preference tasks.Relative differences in performance scores compared to

training on all tasks are shown in Figure 3 (absolute scores

are reported in the Appendix). Training only on a subset of

tasks generally leads to a decrease in performance – in some

cases drastic. This demonstrates the importance but also the

effectiveness of IRENE in extracting and combining knowl-

edge gained from different training tasks. One notable ex-

ception is when training on MPS: in this case the total av-

erage performance is comparable to full training (75.1 vs.

75.4). In particular, the score on the Inaccessible Goal task

is worse (77.7) while the one on the Instrumental Action task"|data_input\cureus\2.txt|4993531dd89d4794b0aea4d5521d04cb
"75.4). In particular, the score on the Inaccessible Goal task

is worse (77.7) while the one on the Instrumental Action task

is better (80.4), despite the model not having been trained on

I. Such improvement is due to better scores on sub-tasks in

which blocking barriers are absent or irrelevant: No Barrier

(84.8) and Inconsequential Barrier (92.7).Training on S improved scores both on the No Barrier

and Inconsequential Barrier sub-tasks, resulting in a higher

score in the Instrumental Action task. When training on M,

performance on the Multi-Agent task is considerably worse

and training on P does not lead to improvements in the Pref-

erence task. This is in line with the general observation that

training on one type of task does not always improve perfor-

mance for similar types of tasks in the evaluation set.When trained on a subset of the tasks, performance scores

show a similar pattern. When IRENE is trained on P and M

but not on I (i.e. MPS, MP), performance on Multi-Agent isgood. Considering each evaluation task, while performance

on the Preference task remains unchanged, it degrades no-

tably for Multi-Agent, Inaccessible Goal, and Efficient Ac-

tion in most cases. The score on the Instrumental Action task

increased for selected combinations of training tasks (MPS,

PS, MS, S), especially in MS and S.

Comparison to Infants’ Intuitions

Figure 4 shows a comparison between the z-scored means"|data_input\cureus\2.txt|0e26006c1e9347c7913cb91edfeb4c1a
"PS, MS, S), especially in MS and S.

Comparison to Infants’ Intuitions

Figure 4 shows a comparison between the z-scored means

of infants’ looking times as collected by Stojni´c et al. (2023)

and the corresponding models’ scores for expected and un-

expected evaluation trials. As can be seen from the fig-

ure, our model’s expectations generally align with those

of the infants, specifically for the Inaccessible Goal, Ef-

ficient Action, Inefficient Action, and Instrumental Action

tasks. IRENE performs better in the Inefficient Action task

in which the other models are more surprised at the ex-

pected outcome than the unexpected one. One notable out-

lier is Multi-Agent for which infant behaviour differs from

all models. As reported by (Stojni´c et al. 2023), this can be

explained by infants not always reacting as expected.DiscussionOur experiments demonstrate the effectiveness of our model

in addressing intuitive psychology tasks. IRENE outper-

forms the state of the art for three out of five reasoning

tasks on the challenging Baby Intuitions Benchmark – in

some cases with significant improvements (see Table 1).

More specifically, IRENE better learns to bind preferences

to specific agents and to model the role of blocking barriers.

This suggests that, in contrast to existing models (Gandhi

et al. 2021; Hein and Diepold 2022), IRENE relies less on

heuristics, such as directly moving towards the goal object."|data_input\cureus\2.txt|9ac178ed664841289367c95efc787a71
